date,serial_number,model,capacity_bytes,failure,smart_9_raw,smart_5_raw,smart_187_raw,smart_188_raw,smart_197_raw,smart_198_raw,smart_194_raw
2024-08-12,SYN00033,SYN-MODEL,8000000000000,0,30585.0,0.0,0.0,0.0,0.0,0.0,25.6
2024-08-13,SYN00033,SYN-MODEL,8000000000000,0,30609.0,0.0,0.0,0.0,0.0,0.0,26.1
2024-08-14,SYN00033,SYN-MODEL,8000000000000,0,30633.0,0.0,0.0,0.0,0.0,0.0,23.9
2024-08-15,SYN00033,SYN-MODEL,8000000000000,0,30657.0,0.0,0.0,0.0,0.0,0.0,22.1
2024-08-16,SYN00033,SYN-MODEL,8000000000000,0,30681.0,0.0,0.0,0.0,0.0,0.0,24.9
2024-08-17,SYN00033,SYN-MODEL,8000000000000,0,30705.0,0.0,0.0,0.0,0.0,0.0,26.4
2024-08-18,SYN00033,SYN-MODEL,8000000000000,0,30729.0,0.0,0.0,0.0,0.0,0.0,26.5
2024-08-19,SYN00033,SYN-MODEL,8000000000000,0,30753.0,0.0,0.0,0.0,0.0,0.0,26.0
2024-08-20,SYN00033,SYN-MODEL,8000000000000,0,30777.0,0.0,0.0,0.0,0.0,0.0,26.0
2024-08-21,SYN00033,SYN-MODEL,8000000000000,0,30801.0,0.0,0.0,0.0,0.0,0.0,26.3
2024-08-22,SYN00033,SYN-MODEL,8000000000000,0,30825.0,0.0,0.0,0.0,0.0,0.0,26.5
2024-08-23,SYN00033,SYN-MODEL,8000000000000,0,30849.0,0.0,0.0,0.0,0.0,0.0,25.3
2024-08-24,SYN00033,SYN-MODEL,8000000000000,0,30873.0,0.0,0.0,0.0,0.0,0.0,24.1
2024-08-25,SYN00033,SYN-MODEL,8000000000000,0,30897.0,0.0,0.0,0.0,0.0,0.0,27.4
2024-08-26,SYN00033,SYN-MODEL,8000000000000,0,30921.0,0.0,0.0,0.0,0.0,0.0,24.5
2024-08-27,SYN00033,SYN-MODEL,8000000000000,0,30945.0,0.0,0.0,0.0,0.0,0.0,28.6
2024-08-28,SYN00033,SYN-MODEL,8000000000000,0,30969.0,0.0,0.0,0.0,0.0,0.0,24.9
2024-08-29,SYN00033,SYN-MODEL,8000000000000,0,30993.0,0.0,0.0,0.0,0.0,0.0,25.9
2024-08-30,SYN00033,SYN-MODEL,8000000000000,0,31017.0,0.0,0.0,0.0,0.0,0.0,27.8
2024-08-31,SYN00033,SYN-MODEL,8000000000000,0,31041.0,0.0,0.0,0.0,0.0,0.0,25.7
2024-09-01,SYN00033,SYN-MODEL,8000000000000,0,31065.0,0.0,0.0,0.0,0.0,0.0,24.7
2024-09-02,SYN00033,SYN-MODEL,8000000000000,0,31089.0,0.0,0.0,0.0,0.0,0.0,26.1
2024-09-03,SYN00033,SYN-MODEL,8000000000000,0,31113.0,0.0,0.0,0.0,0.0,0.0,27.8
2024-09-04,SYN00033,SYN-MODEL,8000000000000,0,31137.0,0.0,0.0,0.0,0.0,0.0,26.4
2024-09-05,SYN00033,SYN-MODEL,8000000000000,0,31161.0,0.0,0.0,0.0,0.0,0.0,26.1
2024-09-06,SYN00033,SYN-MODEL,8000000000000,0,31185.0,0.0,0.0,0.0,0.0,0.0,26.2
2024-09-07,SYN00033,SYN-MODEL,8000000000000,0,31209.0,0.0,0.0,0.0,0.0,0.0,28.3
2024-09-08,SYN00033,SYN-MODEL,8000000000000,0,31233.0,0.0,0.0,0.0,0.0,0.0,24.5
2024-09-09,SYN00033,SYN-MODEL,8000000000000,0,31257.0,0.0,0.0,0.0,0.0,0.0,26.8
2024-09-10,SYN00033,SYN-MODEL,8000000000000,0,31281.0,0.0,0.0,0.0,0.0,0.0,30.0
2024-09-11,SYN00033,SYN-MODEL,8000000000000,0,31305.0,0.0,0.0,0.0,0.0,0.0,26.4
2024-09-12,SYN00033,SYN-MODEL,8000000000000,0,31329.0,0.0,0.0,0.0,0.0,0.0,27.6
2024-09-13,SYN00033,SYN-MODEL,8000000000000,0,31353.0,0.0,0.0,0.0,0.0,0.0,25.4
2024-09-14,SYN00033,SYN-MODEL,8000000000000,0,31377.0,0.0,0.0,0.0,0.0,0.0,25.6
2024-09-15,SYN00033,SYN-MODEL,8000000000000,0,31401.0,0.0,0.0,0.0,0.0,0.0,26.5
2024-09-16,SYN00033,SYN-MODEL,8000000000000,0,31425.0,0.0,0.0,0.0,0.0,0.0,26.3
2024-09-17,SYN00033,SYN-MODEL,8000000000000,0,31449.0,0.0,0.0,0.0,0.0,0.0,25.0
2024-09-18,SYN00033,SYN-MODEL,8000000000000,0,31473.0,0.0,0.0,0.0,0.0,0.0,27.6
2024-09-19,SYN00033,SYN-MODEL,8000000000000,0,31497.0,0.0,0.0,0.0,0.0,0.0,25.7
2024-09-20,SYN00033,SYN-MODEL,8000000000000,0,31521.0,0.0,0.0,0.0,0.0,0.0,27.5
2024-09-21,SYN00033,SYN-MODEL,8000000000000,0,31545.0,0.0,0.0,0.0,0.0,0.0,26.3
2024-09-22,SYN00033,SYN-MODEL,8000000000000,0,31569.0,0.0,0.0,0.0,0.0,0.0,28.5
2024-09-23,SYN00033,SYN-MODEL,8000000000000,0,31593.0,0.0,0.0,0.0,0.0,0.0,26.2
2024-09-24,SYN00033,SYN-MODEL,8000000000000,0,31617.0,0.0,0.0,0.0,0.0,0.0,25.2
2024-09-25,SYN00033,SYN-MODEL,8000000000000,0,31641.0,0.0,0.0,0.0,0.0,0.0,28.1
2024-09-26,SYN00033,SYN-MODEL,8000000000000,0,31665.0,0.0,0.0,0.0,0.0,0.0,24.3
2024-09-27,SYN00033,SYN-MODEL,8000000000000,0,31689.0,0.0,0.0,0.0,0.0,0.0,25.9
2024-09-28,SYN00033,SYN-MODEL,8000000000000,0,31713.0,0.0,0.0,0.0,0.0,0.0,26.0
2024-09-29,SYN00033,SYN-MODEL,8000000000000,0,31737.0,0.0,0.0,0.0,0.0,0.0,28.0
2024-09-30,SYN00033,SYN-MODEL,8000000000000,0,31761.0,0.0,0.0,0.0,0.0,0.0,27.1
2024-10-01,SYN00033,SYN-MODEL,8000000000000,0,31785.0,0.0,0.0,0.0,0.0,0.0,26.7
2024-10-02,SYN00033,SYN-MODEL,8000000000000,0,31809.0,0.0,0.0,0.0,0.0,0.0,28.8
2024-10-03,SYN00033,SYN-MODEL,8000000000000,0,31833.0,0.0,0.0,0.0,0.0,0.0,26.6
2024-10-04,SYN00033,SYN-MODEL,8000000000000,0,31857.0,0.0,0.0,0.0,0.0,0.0,24.4
2024-10-05,SYN00033,SYN-MODEL,8000000000000,0,31881.0,0.0,0.0,0.0,0.0,0.0,24.7
2024-10-06,SYN00033,SYN-MODEL,8000000000000,0,31905.0,0.0,0.0,0.0,0.0,0.0,24.3
2024-10-07,SYN00033,SYN-MODEL,8000000000000,0,31929.0,0.0,0.0,0.0,0.0,0.0,26.3
2024-10-08,SYN00033,SYN-MODEL,8000000000000,0,31953.0,0.0,0.0,0.0,0.0,0.0,26.3
2024-10-09,SYN00033,SYN-MODEL,8000000000000,0,31977.0,0.0,0.0,0.0,0.0,0.0,26.9
2024-10-10,SYN00033,SYN-MODEL,8000000000000,0,32001.0,0.0,0.0,0.0,0.0,0.0,26.7
2024-10-11,SYN00033,SYN-MODEL,8000000000000,0,32025.0,0.0,0.0,0.0,0.0,0.0,26.6
2024-10-12,SYN00033,SYN-MODEL,8000000000000,0,32049.0,0.0,0.0,0.0,0.0,0.0,28.9
2024-10-13,SYN00033,SYN-MODEL,8000000000000,0,32073.0,0.0,0.0,0.0,0.0,0.0,26.8
2024-10-14,SYN00033,SYN-MODEL,8000000000000,0,32097.0,0.0,0.0,0.0,0.0,0.0,25.1
2024-10-15,SYN00033,SYN-MODEL,8000000000000,0,32121.0,0.0,0.0,0.0,0.0,0.0,25.6
2024-10-16,SYN00033,SYN-MODEL,8000000000000,0,32145.0,0.0,0.0,0.0,0.0,0.0,25.6
2024-10-17,SYN00033,SYN-MODEL,8000000000000,0,32169.0,0.0,0.0,0.0,0.0,0.0,26.2
2024-10-18,SYN00033,SYN-MODEL,8000000000000,0,32193.0,0.0,0.0,0.0,0.0,0.0,24.2
2024-10-19,SYN00033,SYN-MODEL,8000000000000,0,32217.0,0.0,0.0,0.0,0.0,0.0,28.0
2024-10-20,SYN00033,SYN-MODEL,8000000000000,0,32241.0,0.0,0.0,0.0,0.0,0.0,24.5
2024-10-21,SYN00033,SYN-MODEL,8000000000000,0,32265.0,0.0,0.0,0.0,0.0,0.0,27.1
2024-10-22,SYN00033,SYN-MODEL,8000000000000,0,32289.0,0.0,0.0,0.0,0.0,0.0,27.6
2024-10-23,SYN00033,SYN-MODEL,8000000000000,0,32313.0,0.0,0.0,0.0,0.0,0.0,27.4
2024-10-24,SYN00033,SYN-MODEL,8000000000000,0,32337.0,0.0,0.0,0.0,0.0,0.0,26.6
2024-10-25,SYN00033,SYN-MODEL,8000000000000,0,32361.0,0.0,0.0,0.0,0.0,0.0,26.4
2024-10-26,SYN00033,SYN-MODEL,8000000000000,0,32385.0,0.0,0.0,0.0,0.0,0.0,28.8
2024-10-27,SYN00033,SYN-MODEL,8000000000000,0,32409.0,0.0,0.0,0.0,0.0,0.0,27.5
2024-10-28,SYN00033,SYN-MODEL,8000000000000,0,32433.0,0.0,0.0,0.0,0.0,0.0,24.4
2024-07-01,SYN00034,SYN-MODEL,8000000000000,0,27206.0,0.0,0.0,0.0,0.0,0.0,33.7
2024-07-02,SYN00034,SYN-MODEL,8000000000000,0,27230.0,0.0,0.0,0.0,0.0,0.0,36.4
2024-07-03,SYN00034,SYN-MODEL,8000000000000,0,27254.0,0.0,0.0,0.0,0.0,0.0,32.8
2024-07-04,SYN00034,SYN-MODEL,8000000000000,0,27278.0,0.0,0.0,0.0,0.0,0.0,32.3
2024-07-05,SYN00034,SYN-MODEL,8000000000000,0,27302.0,0.0,0.0,0.0,0.0,0.0,32.2
2024-07-06,SYN00034,SYN-MODEL,8000000000000,0,27326.0,0.0,0.0,0.0,0.0,0.0,33.5
2024-07-07,SYN00034,SYN-MODEL,8000000000000,0,27350.0,0.0,0.0,0.0,0.0,0.0,33.4
2024-07-08,SYN00034,SYN-MODEL,8000000000000,0,27374.0,0.0,0.0,0.0,0.0,0.0,33.3
2024-07-09,SYN00034,SYN-MODEL,8000000000000,0,27398.0,0.0,0.0,0.0,0.0,0.0,34.4
2024-07-10,SYN00034,SYN-MODEL,8000000000000,0,27422.0,0.0,0.0,0.0,0.0,0.0,33.4
2024-07-11,SYN00034,SYN-MODEL,8000000000000,0,27446.0,0.0,0.0,0.0,0.0,0.0,30.4
2024-07-12,SYN00034,SYN-MODEL,8000000000000,0,27470.0,0.0,0.0,0.0,0.0,0.0,31.9
2024-07-13,SYN00034,SYN-MODEL,8000000000000,0,27494.0,0.0,0.0,0.0,0.0,0.0,32.8
2024-07-14,SYN00034,SYN-MODEL,8000000000000,0,27518.0,0.0,0.0,0.0,0.0,0.0,33.3
2024-07-15,SYN00034,SYN-MODEL,8000000000000,0,27542.0,0.0,0.0,0.0,0.0,0.0,30.9
2024-07-16,SYN00034,SYN-MODEL,8000000000000,0,27566.0,0.0,0.0,0.0,0.0,0.0,34.3
2024-07-17,SYN00034,SYN-MODEL,8000000000000,0,27590.0,0.0,0.0,0.0,0.0,0.0,32.0
2024-07-18,SYN00034,SYN-MODEL,8000000000000,0,27614.0,0.0,0.0,0.0,0.0,0.0,34.0
2024-07-19,SYN00034,SYN-MODEL,8000000000000,0,27638.0,0.0,0.0,0.0,0.0,0.0,33.9
2024-07-20,SYN00034,SYN-MODEL,8000000000000,0,27662.0,0.0,0.0,0.0,0.0,0.0,31.6
2024-07-21,SYN00034,SYN-MODEL,8000000000000,0,27686.0,0.0,0.0,0.0,0.0,0.0,33.6
2024-07-22,SYN00034,SYN-MODEL,8000000000000,0,27710.0,0.0,0.0,0.0,0.0,0.0,34.4
2024-07-23,SYN00034,SYN-MODEL,8000000000000,0,27734.0,0.0,0.0,0.0,0.0,0.0,32.8
2024-07-24,SYN00034,SYN-MODEL,8000000000000,0,27758.0,0.0,0.0,0.0,0.0,0.0,33.6
2024-07-25,SYN00034,SYN-MODEL,8000000000000,0,27782.0,0.0,0.0,0.0,0.0,0.0,30.9
2024-07-26,SYN00034,SYN-MODEL,8000000000000,0,27806.0,0.0,0.0,0.0,0.0,0.0,30.8
2024-07-27,SYN00034,SYN-MODEL,8000000000000,0,27830.0,0.0,0.0,0.0,0.0,0.0,33.2
2024-07-28,SYN00034,SYN-MODEL,8000000000000,0,27854.0,0.0,0.0,0.0,0.0,0.0,29.9
2024-07-29,SYN00034,SYN-MODEL,8000000000000,0,27878.0,0.0,0.0,0.0,0.0,0.0,31.7
2024-07-30,SYN00034,SYN-MODEL,8000000000000,0,27902.0,0.0,0.0,0.0,0.0,0.0,32.5
2024-07-31,SYN00034,SYN-MODEL,8000000000000,0,27926.0,0.0,0.0,0.0,0.0,0.0,33.6
2024-08-01,SYN00034,SYN-MODEL,8000000000000,0,27950.0,0.0,0.0,0.0,0.0,0.0,34.7
2024-08-02,SYN00034,SYN-MODEL,8000000000000,0,27974.0,0.0,0.0,0.0,0.0,0.0,34.1
2024-08-03,SYN00034,SYN-MODEL,8000000000000,0,27998.0,0.0,0.0,0.0,0.0,0.0,30.7
2024-08-04,SYN00034,SYN-MODEL,8000000000000,0,28022.0,0.0,0.0,0.0,0.0,0.0,32.1
2024-08-05,SYN00034,SYN-MODEL,8000000000000,0,28046.0,0.0,0.0,0.0,0.0,0.0,33.2
2024-08-06,SYN00034,SYN-MODEL,8000000000000,0,28070.0,0.0,0.0,0.0,0.0,0.0,32.0
2024-08-07,SYN00034,SYN-MODEL,8000000000000,0,28094.0,0.0,0.0,0.0,0.0,0.0,33.2
2024-08-08,SYN00034,SYN-MODEL,8000000000000,0,28118.0,0.0,0.0,0.0,0.0,0.0,31.1
2024-08-09,SYN00034,SYN-MODEL,8000000000000,0,28142.0,0.0,0.0,0.0,0.0,0.0,31.2
2024-08-10,SYN00034,SYN-MODEL,8000000000000,0,28166.0,0.0,0.0,0.0,0.0,0.0,36.6
2024-08-11,SYN00034,SYN-MODEL,8000000000000,0,28190.0,0.0,0.0,0.0,0.0,0.0,31.9
2024-08-12,SYN00034,SYN-MODEL,8000000000000,0,28214.0,0.0,0.0,0.0,0.0,0.0,32.5
2024-08-13,SYN00034,SYN-MODEL,8000000000000,0,28238.0,0.0,0.0,0.0,0.0,0.0,34.3
2024-08-14,SYN00034,SYN-MODEL,8000000000000,0,28262.0,0.0,0.0,0.0,0.0,0.0,32.6
2024-08-15,SYN00034,SYN-MODEL,8000000000000,0,28286.0,0.0,0.0,0.0,0.0,0.0,34.7
2024-08-16,SYN00034,SYN-MODEL,8000000000000,0,28310.0,0.0,0.0,0.0,0.0,0.0,36.5
2024-08-17,SYN00034,SYN-MODEL,8000000000000,0,28334.0,0.0,0.0,0.0,0.0,0.0,33.1
2024-08-18,SYN00034,SYN-MODEL,8000000000000,0,28358.0,0.0,0.0,0.0,0.0,0.0,37.2
2024-08-19,SYN00034,SYN-MODEL,8000000000000,0,28382.0,0.0,0.0,0.0,0.0,0.0,32.0
2024-08-20,SYN00034,SYN-MODEL,8000000000000,0,28406.0,0.0,0.0,0.0,0.0,0.0,29.0
2024-08-21,SYN00034,SYN-MODEL,8000000000000,0,28430.0,0.0,0.0,0.0,0.0,0.0,33.2
2024-08-22,SYN00034,SYN-MODEL,8000000000000,0,28454.0,0.0,0.0,0.0,0.0,0.0,33.5
2024-08-23,SYN00034,SYN-MODEL,8000000000000,0,28478.0,0.0,0.0,0.0,0.0,0.0,30.8
2024-08-24,SYN00034,SYN-MODEL,8000000000000,0,28502.0,0.0,0.0,0.0,0.0,0.0,30.6
2024-08-25,SYN00034,SYN-MODEL,8000000000000,0,28526.0,0.0,0.0,0.0,0.0,0.0,31.3
2024-08-26,SYN00034,SYN-MODEL,8000000000000,0,28550.0,0.0,0.0,0.0,0.0,0.0,30.1
2024-08-27,SYN00034,SYN-MODEL,8000000000000,0,28574.0,0.0,0.0,0.0,0.0,0.0,32.6
2024-08-28,SYN00034,SYN-MODEL,8000000000000,0,28598.0,0.0,0.0,0.0,0.0,0.0,31.6
2024-08-29,SYN00034,SYN-MODEL,8000000000000,0,28622.0,0.0,0.0,0.0,0.0,0.0,35.2
2024-08-30,SYN00034,SYN-MODEL,8000000000000,0,28646.0,0.0,0.0,0.0,0.0,0.0,34.3
2024-08-31,SYN00034,SYN-MODEL,8000000000000,0,28670.0,0.0,0.0,0.0,0.0,0.0,32.3
2024-09-01,SYN00034,SYN-MODEL,8000000000000,0,28694.0,0.0,0.0,0.0,0.0,0.0,32.3
2024-09-02,SYN00034,SYN-MODEL,8000000000000,0,28718.0,0.0,0.0,0.0,0.0,0.0,34.7
2024-09-03,SYN00034,SYN-MODEL,8000000000000,0,28742.0,0.0,0.0,0.0,0.0,0.0,33.8
2024-09-04,SYN00034,SYN-MODEL,8000000000000,0,28766.0,0.0,0.0,0.0,0.0,0.0,30.4
2024-09-05,SYN00034,SYN-MODEL,8000000000000,0,28790.0,0.0,0.0,0.0,0.0,0.0,32.9
2024-09-06,SYN00034,SYN-MODEL,8000000000000,0,28814.0,0.0,0.0,0.0,0.0,0.0,33.3
2024-09-07,SYN00034,SYN-MODEL,8000000000000,0,28838.0,0.0,0.0,0.0,0.0,0.0,32.9
2024-09-08,SYN00034,SYN-MODEL,8000000000000,0,28862.0,0.0,0.0,0.0,0.0,0.0,34.0
2024-09-09,SYN00034,SYN-MODEL,8000000000000,0,28886.0,0.0,0.0,0.0,0.0,0.0,31.9
2024-09-10,SYN00034,SYN-MODEL,8000000000000,0,28910.0,0.0,0.0,0.0,0.0,0.0,29.9
2024-09-11,SYN00034,SYN-MODEL,8000000000000,0,28934.0,0.0,0.0,0.0,0.0,0.0,34.2
2024-09-12,SYN00034,SYN-MODEL,8000000000000,0,28958.0,0.0,0.0,0.0,0.0,0.0,31.1
2024-09-13,SYN00034,SYN-MODEL,8000000000000,0,28982.0,0.0,0.0,0.0,0.0,0.0,31.9
2024-09-14,SYN00034,SYN-MODEL,8000000000000,0,29006.0,0.0,0.0,0.0,0.0,0.0,33.0
2024-09-15,SYN00034,SYN-MODEL,8000000000000,0,29030.0,0.0,0.0,0.0,0.0,0.0,30.5
2024-09-16,SYN00034,SYN-MODEL,8000000000000,0,29054.0,0.0,0.0,0.0,0.0,0.0,32.4
2024-09-17,SYN00034,SYN-MODEL,8000000000000,0,29078.0,0.0,0.0,0.0,0.0,0.0,31.0
2024-09-18,SYN00034,SYN-MODEL,8000000000000,0,29102.0,0.0,0.0,0.0,0.0,0.0,31.6
2024-09-19,SYN00034,SYN-MODEL,8000000000000,0,29126.0,0.0,0.0,0.0,0.0,0.0,31.0
2024-09-20,SYN00034,SYN-MODEL,8000000000000,0,29150.0,0.0,0.0,0.0,0.0,0.0,30.8
2024-09-21,SYN00034,SYN-MODEL,8000000000000,0,29174.0,0.0,0.0,0.0,0.0,0.0,33.8
2024-09-22,SYN00034,SYN-MODEL,8000000000000,0,29198.0,0.0,0.0,0.0,0.0,0.0,33.5
2024-09-23,SYN00034,SYN-MODEL,8000000000000,0,29222.0,0.0,0.0,0.0,0.0,0.0,32.7
2024-09-24,SYN00034,SYN-MODEL,8000000000000,0,29246.0,0.0,0.0,0.0,0.0,0.0,31.7
2024-09-25,SYN00034,SYN-MODEL,8000000000000,0,29270.0,0.0,0.0,0.0,0.0,0.0,30.7
2024-09-26,SYN00034,SYN-MODEL,8000000000000,0,29294.0,0.0,0.0,0.0,0.0,0.0,28.7
2024-09-27,SYN00034,SYN-MODEL,8000000000000,0,29318.0,0.0,0.0,0.0,0.0,0.0,31.6
2024-09-28,SYN00034,SYN-MODEL,8000000000000,0,29342.0,0.0,0.0,0.0,0.0,0.0,32.0
2024-09-29,SYN00034,SYN-MODEL,8000000000000,0,29366.0,0.0,0.0,0.0,0.0,0.0,33.0
2024-09-30,SYN00034,SYN-MODEL,8000000000000,0,29390.0,0.0,0.0,0.0,0.0,0.0,33.9
2024-10-01,SYN00034,SYN-MODEL,8000000000000,0,29414.0,0.0,0.0,0.0,0.0,0.0,32.4
2024-10-02,SYN00034,SYN-MODEL,8000000000000,0,29438.0,0.0,0.0,0.0,0.0,0.0,32.6
2024-10-03,SYN00034,SYN-MODEL,8000000000000,0,29462.0,0.0,0.0,0.0,0.0,0.0,31.6
2024-10-04,SYN00034,SYN-MODEL,8000000000000,0,29486.0,0.0,0.0,0.0,0.0,0.0,32.3
2024-10-05,SYN00034,SYN-MODEL,8000000000000,0,29510.0,0.0,0.0,0.0,0.0,0.0,33.3
2024-10-06,SYN00034,SYN-MODEL,8000000000000,0,29534.0,0.0,0.0,0.0,0.0,0.0,31.1
2024-10-07,SYN00034,SYN-MODEL,8000000000000,0,29558.0,0.0,0.0,0.0,0.0,0.0,32.4
2024-10-08,SYN00034,SYN-MODEL,8000000000000,0,29582.0,0.0,0.0,0.0,0.0,0.0,32.6
2024-10-09,SYN00034,SYN-MODEL,8000000000000,0,29606.0,0.0,0.0,0.0,0.0,0.0,31.1
2024-10-10,SYN00034,SYN-MODEL,8000000000000,0,29630.0,0.0,0.0,0.0,0.0,0.0,30.8
2024-10-11,SYN00034,SYN-MODEL,8000000000000,0,29654.0,0.0,0.0,0.0,0.0,0.0,34.5
2024-10-12,SYN00034,SYN-MODEL,8000000000000,0,29678.0,0.0,0.0,0.0,0.0,0.0,33.7
2024-10-13,SYN00034,SYN-MODEL,8000000000000,0,29702.0,0.0,0.0,0.0,0.0,0.0,32.0
2024-10-14,SYN00034,SYN-MODEL,8000000000000,0,29726.0,0.0,0.0,0.0,0.0,0.0,32.4
2024-10-15,SYN00034,SYN-MODEL,8000000000000,0,29750.0,0.0,0.0,0.0,0.0,0.0,33.7
2024-10-16,SYN00034,SYN-MODEL,8000000000000,0,29774.0,0.0,0.0,0.0,0.0,0.0,31.0
2024-10-17,SYN00034,SYN-MODEL,8000000000000,0,29798.0,0.0,0.0,0.0,0.0,0.0,32.4
2024-10-18,SYN00034,SYN-MODEL,8000000000000,0,29822.0,0.0,0.0,0.0,0.0,0.0,33.8
2024-10-19,SYN00034,SYN-MODEL,8000000000000,0,29846.0,0.0,0.0,0.0,0.0,0.0,31.3
2024-10-20,SYN00034,SYN-MODEL,8000000000000,0,29870.0,0.0,0.0,0.0,0.0,0.0,32.8
2024-10-21,SYN00034,SYN-MODEL,8000000000000,0,29894.0,0.0,0.0,0.0,0.0,0.0,29.6
2024-10-22,SYN00034,SYN-MODEL,8000000000000,0,29918.0,0.0,0.0,0.0,0.0,0.0,32.6
2024-10-23,SYN00034,SYN-MODEL,8000000000000,0,29942.0,0.0,0.0,0.0,0.0,0.0,32.3
2024-10-24,SYN00034,SYN-MODEL,8000000000000,0,29966.0,0.0,0.0,0.0,0.0,0.0,35.4
2024-10-25,SYN00034,SYN-MODEL,8000000000000,0,29990.0,0.0,0.0,0.0,0.0,0.0,32.8
2024-10-26,SYN00034,SYN-MODEL,8000000000000,0,30014.0,0.0,0.0,0.0,0.0,0.0,31.8
2024-10-27,SYN00034,SYN-MODEL,8000000000000,0,30038.0,0.0,0.0,0.0,0.0,0.0,33.3
2024-10-28,SYN00034,SYN-MODEL,8000000000000,0,30062.0,0.0,0.0,0.0,0.0,0.0,32.8
2024-07-01,SYN00035,SYN-MODEL,8000000000000,0,39604.0,0.0,0.0,0.0,0.0,0.0,33.0
2024-07-02,SYN00035,SYN-MODEL,8000000000000,0,39628.0,0.0,0.0,0.0,0.0,0.0,30.7
2024-07-03,SYN00035,SYN-MODEL,8000000000000,0,39652.0,0.0,0.0,0.0,0.0,0.0,27.8
2024-07-04,SYN00035,SYN-MODEL,8000000000000,0,39676.0,0.0,0.0,0.0,0.0,0.0,29.7
2024-07-05,SYN00035,SYN-MODEL,8000000000000,0,39700.0,0.0,0.0,0.0,0.0,0.0,30.6
2024-07-06,SYN00035,SYN-MODEL,8000000000000,0,39724.0,0.0,0.0,0.0,0.0,0.0,29.9
2024-07-07,SYN00035,SYN-MODEL,8000000000000,0,39748.0,0.0,0.0,0.0,0.0,0.0,32.2
2024-07-08,SYN00035,SYN-MODEL,8000000000000,0,39772.0,0.0,0.0,0.0,0.0,0.0,29.4
2024-07-09,SYN00035,SYN-MODEL,8000000000000,0,39796.0,0.0,0.0,0.0,0.0,0.0,32.5
2024-07-10,SYN00035,SYN-MODEL,8000000000000,0,39820.0,0.0,0.0,0.0,0.0,0.0,29.2
2024-07-11,SYN00035,SYN-MODEL,8000000000000,0,39844.0,0.0,0.0,0.0,0.0,0.0,30.1
2024-07-12,SYN00035,SYN-MODEL,8000000000000,0,39868.0,0.0,0.0,0.0,0.0,0.0,31.9
2024-07-13,SYN00035,SYN-MODEL,8000000000000,0,39892.0,0.0,0.0,0.0,0.0,0.0,27.7
2024-07-14,SYN00035,SYN-MODEL,8000000000000,0,39916.0,0.0,0.0,0.0,0.0,0.0,28.8
2024-07-15,SYN00035,SYN-MODEL,8000000000000,0,39940.0,0.0,0.0,0.0,0.0,0.0,30.9
2024-07-16,SYN00035,SYN-MODEL,8000000000000,0,39964.0,0.0,0.0,0.0,0.0,0.0,32.3
2024-07-17,SYN00035,SYN-MODEL,8000000000000,0,39988.0,0.0,0.0,0.0,0.0,0.0,29.1
2024-07-18,SYN00035,SYN-MODEL,8000000000000,0,40012.0,0.0,0.0,0.0,0.0,0.0,30.9
2024-07-19,SYN00035,SYN-MODEL,8000000000000,0,40036.0,0.0,0.0,0.0,0.0,0.0,28.4
2024-07-20,SYN00035,SYN-MODEL,8000000000000,0,40060.0,0.0,0.0,0.0,0.0,0.0,30.9
2024-07-21,SYN00035,SYN-MODEL,8000000000000,0,40084.0,0.0,0.0,0.0,0.0,0.0,32.4
2024-07-22,SYN00035,SYN-MODEL,8000000000000,0,40108.0,0.0,0.0,0.0,0.0,0.0,29.6
2024-07-23,SYN00035,SYN-MODEL,8000000000000,0,40132.0,0.0,0.0,0.0,0.0,0.0,29.4
2024-07-24,SYN00035,SYN-MODEL,8000000000000,0,40156.0,0.0,0.0,0.0,0.0,0.0,32.0
2024-07-25,SYN00035,SYN-MODEL,8000000000000,0,40180.0,0.0,0.0,0.0,0.0,0.0,31.1
2024-07-26,SYN00035,SYN-MODEL,8000000000000,0,40204.0,0.0,0.0,0.0,0.0,0.0,31.6
2024-07-27,SYN00035,SYN-MODEL,8000000000000,0,40228.0,0.0,0.0,0.0,0.0,0.0,31.8
2024-07-28,SYN00035,SYN-MODEL,8000000000000,0,40252.0,0.0,0.0,0.0,0.0,0.0,29.9
2024-07-29,SYN00035,SYN-MODEL,8000000000000,0,40276.0,0.0,0.0,0.0,0.0,0.0,31.6
2024-07-30,SYN00035,SYN-MODEL,8000000000000,0,40300.0,0.0,0.0,0.0,0.0,0.0,32.8
2024-07-31,SYN00035,SYN-MODEL,8000000000000,0,40324.0,0.0,0.0,0.0,0.0,0.0,29.5
2024-08-01,SYN00035,SYN-MODEL,8000000000000,0,40348.0,0.0,0.0,0.0,0.0,0.0,31.4
2024-08-02,SYN00035,SYN-MODEL,8000000000000,0,40372.0,0.0,0.0,0.0,0.0,0.0,29.5
2024-08-03,SYN00035,SYN-MODEL,8000000000000,0,40396.0,0.0,0.0,0.0,0.0,0.0,32.3
2024-08-04,SYN00035,SYN-MODEL,8000000000000,0,40420.0,0.0,0.0,0.0,0.0,0.0,30.9
2024-08-05,SYN00035,SYN-MODEL,8000000000000,0,40444.0,0.0,0.0,0.0,0.0,0.0,28.2
2024-08-06,SYN00035,SYN-MODEL,8000000000000,0,40468.0,0.0,0.0,0.0,0.0,0.0,30.4
2024-08-07,SYN00035,SYN-MODEL,8000000000000,0,40492.0,0.0,0.0,0.0,0.0,0.0,29.3
